8808605	enzyme deficiency	D008661	enzyme deficiency
9174057	cancers	D009369	cancers
9083764	schwartz-jampel chondrodystrophic myotonia	D010009	schwartz jampel chondrodystrophic myotonia
9083764	schwartz-jampel syndrome	D010009	schwartz jampel syndrome
9083764	sjs	D010009	schwartz jampel syndrome
9083764	chondrodystrophic myotonia	D010009	chondrodystrophic myotonia
9083764	recessively inherited condition	D030342	recessively inherited condition
9083764	myotonia	D009222	myotonia
9083764	short stature	D006130	short stature
9083764	bone dysplasia	D001848	bone dysplasia
9083764	sjs	D010009	schwartz jampel syndrome
9083764	sjs	D010009	schwartz jampel syndrome
9083764	myotonia	D009222	myotonia
9083764	bone dysplasia	D001848	bone dysplasia
9083764	myotonia	D009222	myotonia
9083764	sjs  type 1a	D010009	schwartz jampel syndrome type one a
9083764	bone dysplasia	D001848	bone dysplasia
9083764	bone dysplasia	D001848	bone dysplasia
9083764	kniest dysplasia	C537207	kniest dysplasia
9083764	bone dysplasia	D001848	bone dysplasia
9083764	pyle disease	C536252	pyle disease
9083764	sjs type 2	C537502	schwartz jampel syndrome type two
9083764	sjs	D010009	schwartz jampel syndrome
9083764	sjs	D010009	schwartz jampel syndrome
9083764	sjs	D010009	schwartz jampel syndrome
8636252	x-linked adrenoleukodystrophy	D000326	x linked adrenoleukodystrophy
8636252	addison's disease	D000224	addison s disease
8636252	x-linked adrenoleukodystrophy	D000326	x linked adrenoleukodystrophy
8636252	ald	D000326	adrenoleukodystrophy
8636252	genetic disease	D030342	genetic disease
8636252	demyelination of the central nervous system	D020279	demyelination of the central nervous system
8636252	adrenal insufficiency	D000309	adrenal insufficiency
8636252	ald	D000326	adrenoleukodystrophy
8636252	ald	D000326	adrenoleukodystrophy
8636252	adrenomyeloneuropathy	D000326	adrenomyeloneuropathy
8636252	amn	D000326	adrenomyeloneuropathy
8636252	adrenal insufficiency	D000309	adrenal insufficiency
8636252	addisons disease	D000224	addisons disease
8636252	amn	D000326	adrenomyeloneuropathy
8636252	cerebral ald	D000326	cerebral adrenoleukodystrophy
8636252	ald	D000326	adrenoleukodystrophy
8636252	ald	D000326	adrenoleukodystrophy
8636252	addisons disease	D000224	addisons disease
8636252	adrenocortical insufficiency	D000224	adrenocortical insufficiency
8636252	cerebral ald	D000326	cerebral adrenoleukodystrophy
8636252	adrenomyeloneuropathy	D000326	adrenomyeloneuropathy
8636252	amn	D000326	adrenomyeloneuropathy
8636252	ald	D000326	adrenoleukodystrophy
8636252	addisons disease	D000224	addisons disease
8640236	breast carcinoma	D001943	breast carcinoma
8640236	cancers	D009369	cancers
8640236	tumour	D009369	tumour
8640236	cancer	D009369	cancer
8640236	cancer	D009369	cancer
8640236	tumour	D009369	tumour
8640236	sporadic cancers	D009369	sporadic cancers
8640236	familial breast and ovarian cancer	D061325	familial breast and ovarian cancer
8640236	sporadic breast and ovarian cancers	D001943|D010051	sporadic breast and ovarian cancers
8640236	breast carcinoma	D001943	breast carcinoma
8640236	familial breast cancer	D001943	familial breast cancer
8640236	breast cancer	D001943	breast cancer
8640236	tumour	D009369	tumour
8640236	breast cancer	D001943	breast cancer
8640236	tumours	D009369	tumours
8640236	sporadic breast cancers	D001943	sporadic breast cancers
8640236	tumour	D009369	tumour
8640236	cancers	D009369	cancers
8640236	breast carcinoma	D001943	breast carcinoma
8640236	pancreatic tumour	D010190	pancreatic tumour
8640236	pancreatic cancer	D010190	pancreatic cancer
9050868	type iv ehlers-danlos syndrome	D004535	type four ehlers danlos syndrome
9050868	aortic rupture	D001019	aortic rupture
9050868	type iv ehlers-danlos syndrome	D004535	type four ehlers danlos syndrome
9138149	aniridia	D015783	aniridia
9138149	aniridia	D015783	aniridia
9138149	aniridia	D015783	aniridia
8931709	apc	D011125	adenomatous polyposis coli
8931709	adenomatous polyposis coli	D011125	adenomatous polyposis coli
8931709	familial adenomatous polyposis	D011125	familial adenomatous polyposis
8931709	fap	D011125	familial adenomatous polyposis
8931709	colorectal cancer	D015179	colorectal cancer
8931709	adenomatous polyps	D018256	adenomatous polyps
8931709	adenomatous polyposis coli	D011125	adenomatous polyposis coli
8931709	apc	D011125	adenomatous polyposis coli
8931709	fap	D011125	familial adenomatous polyposis
8931709	apc	D011125	adenomatous polyposis coli
8931709	attenuated adenomatous polyposis coli	C538265	attenuated adenomatous polyposis coli
8931709	aapc	C538265	attenuated adenomatous polyposis coli
8931709	aapc	C538265	attenuated adenomatous polyposis coli
8931709	apc	D011125	adenomatous polyposis coli
8931709	apc	D011125	adenomatous polyposis coli
8931709	aapc	C538265	attenuated adenomatous polyposis coli
8824873	huntington disease	D006816	huntington disease
8824873	huntington disease	D006816	huntington disease
8824873	hd	D006816	huntington disease
8824873	hd	D006816	huntington disease
8824873	hd	D006816	huntington disease
8824873	hd	D006816	huntington disease
8824873	behavioral abnormalities	D001523	behavioral abnormalities
8824873	hd	D006816	huntington disease
8824873	hd	D006816	huntington disease
8824873	hd	D006816	huntington disease
8824873	hd	D006816	huntington disease
8944024	hereditary breast and ovarian cancer	D061325	hereditary breast and ovarian cancer
8670333	familial mediterranean fever	D010505	familial mediterranean fever
8670333	familial mediterranean fever	D010505	familial mediterranean fever
8670333	fmf	D010505	familial mediterranean fever
8670333	fmf	D010505	familial mediterranean fever
8670333	fmf	D010505	familial mediterranean fever
9144525	deficiency of terminal complement components	D007153	deficiency of terminal complement components
9144525	neisseria infections	D016870	neisseria infections
9144525	inherited c9 deficiency	C565165	inherited c nine deficiency
9144525	c9 deficiency	C565165	c nine deficiency
9144525	c9 deficiency	C565165	c nine deficiency
9144525	c9 deficiency	C565165	c nine deficiency
9222760	classical and duarte galactosemia	D005693	classical and duarte galactosemia
9222760	classical galactosemia	D005693	classical galactosemia
9222760	classical and duarte galactosemia	D005693	classical and duarte galactosemia
9222760	classical galactosemia	D005693	classical galactosemia
9222760	galactosemia	D005693	galactosemia
9222760	galactosemia	D005693	galactosemia
9222760	galactosemia	D005693	galactosemia
9222760	galactosemia	D005693	galactosemia
9056547	pelizaeus-merzbacher disease	D020371	pelizaeus merzbacher disease
9056547	pelizaeus-merzbacher disease	D020371	pelizaeus merzbacher disease
9056547	pmd	D020371	pelizaeus merzbacher disease
9056547	x-linked spastic paraplegia	C536857	x linked spastic paraplegia
9056547	spg	C536857	spastic paraplegia
9056547	pmd	D020371	pelizaeus merzbacher disease
9056547	nystagmus	D020417	nystagmus
9056547	tremors	D014202	tremors
9056547	mental retardation	D008607	mental retardation
9056547	dementia	D003704	dementia
9056547	personality disorders	D010554	personality disorders
9056547	plp-associated disease	OMIM:312080+OMIM:312920	proteolipid protein gene associated disease
8790412	alveolar rhabdomyosarcoma	D018232	alveolar rhabdomyosarcoma
8790412	pediatric alveolar rhabdomyosarcoma	D018232	pediatric alveolar rhabdomyosarcoma
9090524	kidney cancer	D007680	kidney cancer
9090524	wilms tumour	D009396	wilms tumour
9090524	wt	D009396	wilms tumour
9090524	sporadic wilms tumours	D009396	sporadic wilms tumours
9090524	denys-drash syndrome	D030321	denys drash syndrome
9090524	renal nephropathy	D007674	renal nephropathy
9090524	gonadal anomaly	D006059	gonadal anomaly
9090524	predisposition to wt	D020022	predisposition to wilms tumour
9090524	juvenile granulosa cell tumour	D006106	juvenile granulosa cell tumour
9090524	non-asbestos related mesothelioma	D008654	non asbestos related mesothelioma
9090524	desmoplastic small round cell tumour	D058405	desmoplastic small round cell tumour
9090524	acute myeloid leukemia	D015470	acute myeloid leukemia
8843193	ataxia-telangiectasia	D001260	ataxia telangiectasia
8843193	at	D001260	ataxia telangiectasia
8843193	at	D001260	ataxia telangiectasia
8843193	cancer	D009369	cancer
8843193	at	D001260	ataxia telangiectasia
8659549	canavan disease	D017825	canavan disease
8659549	canavan disease	D017825	canavan disease
8659549	deficiency of aspartoacylase	D017825	deficiency of aspartoacylase
8659549	canavan disease	D017825	canavan disease
8659549	canavan disease	D017825	canavan disease
8659549	canavan disease	D017825	canavan disease
8659549	deficiency of aspa	D017825	deficiency of aspartoacylase
8659549	canavan disease	D017825	canavan disease
9145677	breast cancer	D001943	breast cancer
9145677	breast cancer	D001943	breast cancer
9145677	breast cancer	D001943	breast cancer
9145677	breast cancer	D001943	breast cancer
9145677	breast cancer	D001943	breast cancer
9145677	ovarian cancer	D010051	ovarian cancer
9145677	breast and ovarian cancer	D001943|D010051	breast and ovarian cancer
9145677	breast cancer	D001943	breast cancer
9145677	ovarian cancer	D010051	ovarian cancer
9145677	breast and ovarian cancer	D001943|D010051	breast and ovarian cancer
9145677	breast cancer	D001943	breast cancer
9145677	breast cancers	D001943	breast cancers
9145677	ovarian cancer	D010051	ovarian cancer
9145677	breast cancer	D001943	breast cancer
9271438	von hippel-lindau tumor	D006623	von hippel lindau tumor
9271438	von hippel-lindau tumor	D006623	von hippel lindau tumor
9271438	clear-cell renal cell carcinoma	C538445	clear cell renal cell carcinoma
9271438	rcc	D002292	renal cell carcinoma
9271438	von hippel-lindau disease-associated and sporadic rccs	D006623	von hippel lindau disease associated and sporadic renal cell carcinomas
9271438	rcc- and von hippel-lindau disease-associated tumors	D006623	renal cell carcinoma and von hippel lindau disease associated tumors
9271438	rcc	D002292	renal cell carcinoma
9271438	rcc	D002292	renal cell carcinoma
9271438	von hippel-lindau disease	D006623	von hippel lindau disease
9271438	rcc	D002292	renal cell carcinoma
8605116	hereditary retinoblastoma	D012175	hereditary retinoblastoma
8605116	familial or sporadic bilateral retinoblastoma	D012175	familial or sporadic bilateral retinoblastoma
8723064	prader-willi syndrome	D011218	prader willi syndrome
8723064	prader-willi syndrome	D011218	prader willi syndrome
8723064	pws	D011218	prader willi syndrome
8723064	pws	D011218	prader willi syndrome
8723064	pws	D011218	prader willi syndrome
8723064	pws	D011218	prader willi syndrome
8666397	wiskott-aldrich syndrome	D014923	wiskott aldrich syndrome
8666397	wiskott-aldrich syndrome	D014923	wiskott aldrich syndrome
8666397	fatal lymphoreticular disease	D008206	fatal lymphoreticular disease
8666397	wiskott-aldrich syndrome	D014923	wiskott aldrich syndrome
8789439	norrie disease	C537849	norrie disease
8789439	nd	C537849	norrie disease
8789439	nd	C537849	norrie disease
8789439	norrie disease	C537849	norrie disease
8789439	nd	C537849	norrie disease
8789439	nd	C537849	norrie disease
8789439	nd	C537849	norrie disease
8789439	nd	C537849	norrie disease
8789439	nd	C537849	norrie disease
8789439	x-linked recessive neurological disorder	D020271	x linked recessive neurological disorder
8659522	huntington disease	D006816	huntington disease
8659522	hd	D006816	huntington disease
8659522	hd	D006816	huntington disease
8659522	huntington disease	D006816	huntington disease
8659522	hd	D006816	huntington disease
8659522	hd	D006816	huntington disease
8659522	hd	D006816	huntington disease
8659522	hd	D006816	huntington disease
8659522	hd	D006816	huntington disease
8659522	hd	D006816	huntington disease
8894695	hprt-aprt-deficient	OMIM:300322+OMIM:102600	hypoxanthine guanine phosphoribosyl transferase adenine phosphoribosyltransferase deficient
8894695	lesch-nyhan syndrome	D007926	lesch nyhan syndrome
8894695	complete hypoxanthine-guanine phosphoribosyl-transferase (hprt) deficiency	D007926	complete hypoxanthine guanine phosphoribosyl transferase hypoxanthine guanine phosphoribosyl transferase deficiency
8894695	lesch-nyhan syndrome	D007926	lesch nyhan syndrome
8894695	hprt-deficient	D007926	hypoxanthine guanine phosphoribosyl transferase deficient
8894695	lesch-nyhan syndrome	D007926	lesch nyhan syndrome
8894695	hprt-deficient	D007926	hypoxanthine guanine phosphoribosyl transferase deficient
8894695	deficiency of aprt	OMIM:102600	deficiency of adenine phosphoribosyltransferase
8894695	hprt-deficiency	D007926	hypoxanthine guanine phosphoribosyl transferase deficiency
8894695	hprt-aprt-deficient	OMIM:300322+OMIM:102600	hypoxanthine guanine phosphoribosyl transferase adenine phosphoribosyltransferase deficient
8894695	aprt deficiency	OMIM:102600	adenine phosphoribosyltransferase deficiency
8894695	aprt-hprt-deficient	OMIM:300322+OMIM:102600	adenine phosphoribosyltransferase hypoxanthine guanine phosphoribosyl transferase deficient
8894695	behavioral abnormalities	D001523	behavioral abnormalities
8894695	lesch-nyhan syndrome	D007926	lesch nyhan syndrome
8673132	myotonic dystrophy	D009223	myotonic dystrophy
8673132	myopathy	D009135	myopathy
8673132	myotonic dystrophy	D009223	myotonic dystrophy
8673132	dm	D009223	dm
8673132	autosomal dominant disorder	D030342	autosomal dominant disorder
8673132	dm	D009223	dm
8673132	dmpk deficient	C538008	dmpk deficient
8673132	progressive skeletal myopathy	D009135	progressive skeletal myopathy
8673132	dm	D009223	dm
8673132	fibre degeneration	D020966	fibre degeneration
8673132	fibrosis	D005355	fibrosis
8673132	dm	D009223	dm
8644703	ovarian cancer	D010051	ovarian cancer
8644703	breast and/or ovarian cancer	OMIM:604370	breast and or ovarian cancer
8644703	breast/ovarian cancer	OMIM:604370	breast ovarian cancer
8644703	breast and/or ovarian cancer	OMIM:604370	breast and or ovarian cancer
8812423	lipomas	D008067	lipomas
8812423	lipomas	D008067	lipomas
8812423	lipoma	D008067	lipoma
8812423	lipoma	D008067	lipoma
8812423	lipoma	D008067	lipoma
8812423	primary lipomas	D008067	primary lipomas
8833159	benign familial neonatal convulsions	D020936	benign familial neonatal convulsions
8833159	autosomal dominant nocturnal frontal lobe epilepsy	D017034	autosomal dominant nocturnal frontal lobe epilepsy
8833159	autosomal dominant nocturnal frontal lobe epilepsy	D017034	autosomal dominant nocturnal frontal lobe epilepsy
8833159	idiopathic epilepsies	D004827	idiopathic epilepsies
8595416	myotonic dystrophy	D009223	myotonic dystrophy
8595416	myotonic dystrophy	D009223	myotonic dystrophy
8595416	dm	D009223	dm
8595416	dm	D009223	dm
8595416	dm	D009223	dm
9028321	autoimmune lymphoproliferative syndrome	D056735	autoimmune lymphoproliferative syndrome
9028321	autoimmune lymphoproliferative syndrome	D056735	autoimmune lymphoproliferative syndrome
9028321	alps	D056735	autoimmune lymphoproliferative syndrome
9028321	alps	D056735	autoimmune lymphoproliferative syndrome
9028321	splenomegaly	D013163	splenomegaly
9028321	lymphadenopathy	D008206	lymphadenopathy
9028321	autoimmune manifestations	D001327	autoimmune manifestations
9063749	breast and ovarian cancer	D001943|D010051	breast and ovarian cancer
9063749	breast cancer	D001943	breast cancer
9063749	ovarian cancer	D010051	ovarian cancer
9063749	breast cancer	D001943	breast cancer
9063749	breast cancer	D001943	breast cancer
9063749	breast and ovarian cancer	D001943|D010051	breast and ovarian cancer
9063749	breast or ovarian cancer	D001943|D010051	breast or ovarian cancer
9063749	breast cancer	D001943	breast cancer
9063749	breast cancer	D001943	breast cancer
8758207	non-papillary renal cell carcinomas	D002292	non papillary renal cell carcinomas
8758207	vhl	D006623	vhl
8758207	sporadic renal cell carcinomas	D002292	sporadic renal cell carcinomas
8758207	parenchymal tumours of the kidney	D007674	parenchymal tumours of the kidney
8758207	vhl	D006623	vhl
8758207	non-papillary renal cell carcinomas	D002292	non papillary renal cell carcinomas
8758207	renal cell carcinomas	D002292	renal cell carcinomas
8758207	non-papillary renal cell carcinomas	D002292	non papillary renal cell carcinomas
8758207	renal cell carcinomas	D002292	renal cell carcinomas
8758207	papillary renal cell tumours	D002292	papillary renal cell tumours
8758207	renal oncocytomas	C537750	renal oncocytomas
8758207	vhl	D006623	vhl
8758207	tumours	D009369	tumours
8758207	vhl	D006623	vhl
8758207	non-papillary renal cell carcinoma	D002292	non papillary renal cell carcinoma
8786135	ataxia-telangiectasia	D001260	ataxia telangiectasia
8786135	ataxia-telangiectasia	D001260	ataxia telangiectasia
8786135	at	D001260	ataxia telangiectasia
8786135	at	D001260	ataxia telangiectasia
8637912	tumor	D009369	tumor
8637912	prostate carcinoma	D011471	prostate carcinoma
8637912	prostate cancer	D011471	prostate cancer
8637912	cancer	D009369	cancer
8637912	prostate carcinomas	D011471	prostate carcinomas
8637912	prostate carcinomas	D011471	prostate carcinomas
8637912	prostatic adenocarcinoma	D011471	prostatic adenocarcinoma
8637912	prostate adenocarcinoma	D011471	prostate adenocarcinoma
8637912	prostate carcinoma	D011471	prostate carcinoma
8637912	prostatic adenocarcinoma	D011471	prostatic adenocarcinoma
8931695	atelosteogenesis type 2	C535395	atelosteogenesis type two
8931695	diastrophic dysplasia	C536170	diastrophic dysplasia
8931695	diastrophic dysplasia	C536170	diastrophic dysplasia
8931695	chondrodysplasias	D010009	chondrodysplasias
8931695	diastrophic dysplasia	C536170	diastrophic dysplasia
8931695	dtd	C536170	diastrophic dysplasia
8931695	atelosteogenesis type 2	C535395	atelosteogenesis type two
8931695	ao2	C535395	atelosteogenesis type two
8931695	achondrogenesis type 1b	C536016	achondrogenesis type one b
8931695	acg1b	C536016	achondrogenesis type one b
8931695	dtdst chondrodysplasias	C536170	diastrophic dysplasiast chondrodysplasias
8931695	ao-2	C535395	ao two
8931695	dtd	C536170	diastrophic dysplasia
8931695	ao2	C535395	atelosteogenesis type two
8931695	dtd	C536170	diastrophic dysplasia
8931695	dtd	C536170	diastrophic dysplasia
8931695	ao2	C535395	atelosteogenesis type two
8931695	dtd	C536170	diastrophic dysplasia
8931695	ao2	C535395	atelosteogenesis type two
8931695	ao2	C535395	atelosteogenesis type two
8931695	dtd	C536170	diastrophic dysplasia
8931695	acg1b	C536016	achondrogenesis type one b
9069115	alkaptonuria	D000474	alkaptonuria
9069115	alkaptonuria	D000474	alkaptonuria
9069115	alkaptonuria	D000474	alkaptonuria
8673131	myotonic dystrophy	D009223	myotonic dystrophy
8673131	myopathy	D009135	myopathy
8673131	myotonic dystrophy	D009223	myotonic dystrophy
8673131	dm	D009223	dm
8673131	hypertrophic cardiomyopathy	D002312	hypertrophic cardiomyopathy
8673131	dm	D009223	dm
8673131	atrophy	D001284	atrophy
8673131	myotonia	D009222	myotonia
8673131	cataract	D002386	cataract
8673131	male-infertility	D007248	male infertility
8871666	combined subtotal deficiencies of c6 and c7	OMIM:612446|OMIM:610102	combined subtotal deficiencies of c six and c seven
8871666	c6 and c7 deficiencies	OMIM:612446|OMIM:610102	c six and c seven deficiencies
8871666	combined subtotal deficiency of c6 and c7	OMIM:612446|OMIM:610102	combined subtotal deficiency of c six and c seven
8871666	c6 or c7 deficiency	OMIM:612446|OMIM:610102	c six or c seven deficiency
8871666	c6-deficient	OMIM:612446	c six deficient
9245987	retinoblastoma	D012175	retinoblastoma
9245987	retinoblastoma	D012175	retinoblastoma
9019400	tumor	D009369	tumor
9019400	breast cancer	D001943	breast cancer
9019400	metastatic tumors	D009362	metastatic tumors
9019400	tumor	D009369	tumor
9019400	breast cancer	D001943	breast cancer
9019400	breast carcinomas	D001943	breast carcinomas
9019400	cancers	D009369	cancers
9019400	breast cancer	D001943	breast cancer
9019400	breast cancer	D001943	breast cancer
8776595	emery-dreifuss muscular dystrophy	D020389	emery dreifuss muscular dystrophy
8776595	emery-dreifuss muscular dystrophy	D020389	emery dreifuss muscular dystrophy
8776595	emdm	D020389	emery dreifuss muscular dystrophy
8776595	edmd	D020389	edmd
8689689	eye abnormalities	D005124	eye abnormalities
8689689	aniridia	D015783	aniridia
8689689	semidominant developmental disorders	D002658	semidominant developmental disorders
8689689	iris hypoplasia	D007499	iris hypoplasia
8689689	brain abnormalities	D001927	brain abnormalities
8689689	developmental abnormalities of the eye	D005124	developmental abnormalities of the eye
8689689	developmental defects	D002658	developmental defects
8644702	hereditary breast and ovarian cancer	D061325	hereditary breast and ovarian cancer
8644702	breast and ovarian cancer	D061325	breast and ovarian cancer
8644702	breast-ovarian cancer	D061325	breast ovarian cancer
8644702	ovarian cancer	D010051	ovarian cancer
8644702	breast-ovarian cancer	D061325	breast ovarian cancer
8644702	tumors	D009369	tumors
8644702	tumor	D009369	tumor
8644702	prostatic, pancreas, skin, and lung cancer	D011471|D010190|D012878|D008175	prostatic pancreas skin and lung cancer
8644702	malignant melanoma	D008545	malignant melanoma
